X1,X2,X3,X4,X5,X6,X7,X8,Y
No,Neutral,9.09,9.38,15.64,93.61,24.59,21.43,110.6
No,Hot,5.65,5.39,8.24,89.75,NA,47.2,91.08
No,Cold,3.88,4.01,3.22,92.35,47.28,NA,101.39
Yes,Neutral,7.45,7.34,13.12,87.38,32.11,29.44,112.03
No,Neutral,1.38,1.33,2.89,89.61,47.84,48.95,104.22
No,Cold,1.85,1.87,2.9,95.68,88.44,91.96,107
NA,Hot,5.46,5.71,18.5,96.82,17.49,13.12,100.74
No,Hot,4.97,4.88,21.59,94.04,69.04,68.15,97.85
No,Cold,4.9,4.68,9.41,98.8,40.34,41.41,108.8
No,Neutral,1.61,1.69,NA,95.76,24.91,29.56,100.77
No,Cold,4.31,4.2,4.8,50.72,93.71,93.25,102.68
Yes,Neutral,6.2,6.2,12.12,99.21,23.31,27.69,106.9
Yes,Neutral,5.99,5.78,3.01,82.15,78.24,75.09,115.57
Yes,Hot,NA,1.75,9.43,79.67,44.01,NA,89.71
No,Hot,5.53,5.63,6.06,97.25,43.85,47.71,92.88
No,Neutral,4.88,5.04,5.05,97.49,NA,54.89,102.58
Yes,Neutral,2.13,2.1,2.36,81.34,77.41,78.94,102.93
Yes,Neutral,5.8,5.58,5.08,86.76,76.94,80.02,103.6
No,Neutral,6.39,6.52,8.21,85.11,59.15,63.12,103.37
NA,Neutral,4.98,5.1,5.59,85.91,NA,35.92,113.17
No,Neutral,4.37,4.19,1.56,98.02,66.74,NA,104.77
Yes,Hot,4.21,4.08,34.29,95.49,32.88,36,97.01
Yes,Neutral,4.31,4.29,9.23,80.04,52.47,51.89,107.32
No,NA,8.21,NA,8.2,85.62,16.04,15.97,107.52
No,Cold,9.06,9.43,5.41,88.35,64.14,64.64,102.81
Yes,Cold,8.08,NA,7.2,98.57,81.72,79.59,120.97
No,Neutral,2.69,2.56,15.93,90.77,86.8,85.16,95.95
Yes,Neutral,1.49,NA,6.49,NA,43.11,44.24,104.78
Yes,Neutral,6.76,6.75,2.82,67.52,89.65,86.8,118.45
No,Neutral,4.07,4.03,12.27,91.68,98.37,98.65,117.28
Yes,NA,9.73,9.93,17.79,97.91,77.26,73.22,115.09
No,Neutral,4.43,4.53,49.68,76.09,4.85,1.24,102.82
No,Neutral,8.15,7.9,11.78,71.03,43.17,40.94,112.49
No,Neutral,4.44,4.61,NA,96.48,70.21,65.46,107.93
No,NA,4.64,4.78,37.13,94.36,30.18,28.28,105.13
No,Cold,6.15,6.36,13.17,79.48,83.26,83.08,110.63
Yes,Neutral,4.27,4.38,17.41,95.42,41.21,37.13,111.78
No,Neutral,NA,3.45,8.05,85.45,91.27,NA,106.22
Yes,Neutral,5,4.87,5.85,95.29,13.98,14.85,101.05
Yes,Neutral,1,1.04,34.07,99.96,45.01,42.08,107.47
Yes,Neutral,4.48,4.34,30.52,94.14,81.69,79.84,111.57
No,Neutral,3.66,3.59,23.97,94.36,2.48,2,105.27
No,Neutral,4.3,4.43,9.91,76.89,86.54,86.31,100.83
Yes,NA,4.21,4.16,2.28,NA,61.86,58.59,102.19
Yes,NA,7.02,6.9,26.78,91.42,NA,93.64,108.51
Yes,Neutral,4.55,4.73,19.99,73.95,91.17,89.02,111.58
Yes,Hot,5.51,5.49,7.58,91.03,5.53,2.24,95.57
No,Hot,4.44,NA,12.57,96.58,55.3,59.7,95.76
No,Hot,4.51,4.38,47.88,99.83,22.58,24.21,99.63
NA,Cold,5.08,4.95,8.32,97.65,92.38,88.22,107.58
Yes,Neutral,6.26,6.57,2.42,98.8,80.17,82.55,104.58
No,Neutral,4.76,4.67,27.31,89.28,38.78,34.49,99.76
No,Neutral,7.23,7.51,4.52,96.28,NA,65.6,112.98
Yes,Cold,4.78,4.72,8.09,86.05,85.78,87.9,113.09
Yes,Neutral,5.79,5.78,10.48,88.71,50.84,46.92,128.29
Yes,Neutral,4.01,4.01,4.09,97.1,30.51,31.54,102.63
Yes,Neutral,NA,2.51,10.98,97.12,8.86,6.56,114.88
No,Cold,6.17,6.15,2.39,99.63,6.92,11.19,108.79
No,Neutral,4.11,3.95,34.64,NA,45.54,46.81,102.48
No,Neutral,6.9,6.61,5.75,83.59,67.59,64.64,95.07
Yes,Neutral,4.81,5.02,2.06,70.46,7.1,7.18,108.68
NA,Hot,7.32,7.2,2.4,80.33,47.27,45.85,98.88
Yes,Neutral,3.83,3.65,2.57,80.34,56.1,58.53,108.37
No,Neutral,9.59,9.23,1.49,81.15,63.3,65.02,100.13
Yes,Neutral,6.19,6.31,4.66,85.6,11.94,16.24,115.17
Yes,Neutral,7.52,7.17,1.4,76.13,37.2,35.33,108.72
Yes,Neutral,4.27,4.18,11.49,90.73,21.08,20.29,112.2
No,Neutral,6.84,7.15,9.4,80.96,67.68,71.18,113.08
Yes,Cold,8.03,7.87,20.13,95.66,4.11,4.34,119.07
No,Hot,5.79,5.74,12.53,93.91,5.49,3.2,92.58
Yes,Neutral,7.78,7.54,NA,86.16,NA,96.2,104.51
No,Cold,8.28,7.94,4.47,90.43,10.51,12.03,101.68
Yes,Neutral,4.01,4.17,14.94,99.98,40.61,38.4,113.2
No,Hot,5.48,5.54,13.79,97.43,16.66,18.27,88.43
Yes,Neutral,6.79,7.11,4.47,99.67,80.22,76.23,118.78
Yes,Hot,5.65,5.84,10.6,76.58,44.4,40.82,102.26
No,Cold,7.35,7.63,4.08,95.99,59.15,61.4,105.4
Yes,Hot,7.5,7.43,5.27,62.88,29.7,25.4,110.33
Yes,Neutral,3.98,4.15,5.44,99.55,77.49,76.84,116.47
Yes,Cold,5.75,5.54,21.12,94.76,35.81,31.98,113.6
No,Cold,1.91,1.88,12.55,97.7,17.02,21.96,105.24
No,Hot,4.97,4.99,27.17,92.81,97.84,95.38,98.21
Yes,Neutral,5.32,5.22,17.3,NA,62.61,63.5,112.05
No,Hot,6.26,6.56,15.85,89.73,14.7,16.74,92.8
Yes,Neutral,3.98,4.11,7.46,87.38,38.78,43.15,107.35
Yes,NA,7.23,7.09,6.18,76.32,54.85,57.03,113.47
Yes,Neutral,6.22,6.24,NA,97.26,18.3,21.47,114.87
Yes,Neutral,6.21,6.09,NA,98.4,1.78,1,117.17
Yes,Neutral,NA,4.89,4.24,81.37,NA,30.81,106.1
No,Hot,NA,5.65,7.31,82.88,57.91,61.2,94.98
NA,Neutral,6.8,6.83,13.63,87.47,59.72,61.86,108.13
Yes,Neutral,1.99,1.95,18.71,97.78,NA,61.36,114.12
Yes,Neutral,5.25,5.5,3.07,97.04,2.68,2.21,103.12
No,Neutral,5.57,5.56,2.35,94.16,72.46,NA,108.08
Yes,Neutral,4.77,4.58,NA,92.33,82.13,79.38,109.34
Yes,Neutral,5.56,5.48,3.22,82.57,99.36,97.26,117.7
No,Neutral,3.03,NA,15.78,88.14,27.25,22.35,105
No,Neutral,1.3,1.32,16.75,87.58,62.48,NA,105.62
Yes,Cold,8.06,8.28,17.55,97.97,89.46,NA,115.38
Yes,Neutral,5.52,5.49,24.77,87.82,48.21,50.84,111.25
Yes,Hot,6.32,6.2,11.88,98.39,60.75,65.23,98.64
Yes,Hot,3.08,3.04,8.53,85.64,NA,23.17,99.57
Yes,Hot,4.29,4.15,31.29,99.66,84.13,89.03,96.96
No,Neutral,1.19,1.21,1.86,80.71,10.04,14.12,101.32
No,Hot,2.63,2.5,5.68,94.49,NA,96.92,91.77
No,Cold,6.48,6.51,2.85,98.17,21.98,25.95,101.9
Yes,Neutral,7.28,7.43,2.02,79.34,59.72,59.58,102.15
No,Neutral,6.61,6.53,6.79,81.25,81.8,81.3,99.2
No,Neutral,4.89,5.02,8.16,87.92,80.79,77.5,109.94
Yes,Neutral,6.34,6.43,14.86,90.53,91.9,93.12,114.55
No,Hot,3.69,3.85,4,93.49,25.15,25.17,89.83
Yes,Neutral,2.24,2.16,3.05,75.13,51.9,55.01,101.18
Yes,Neutral,5.84,5.92,4.52,89.74,13.36,9.17,112.72
Yes,Cold,2.01,2.07,3.85,74.46,86.99,91.26,102.66
No,Neutral,4.48,4.51,7.55,85.31,32.14,31.07,108.58
Yes,Neutral,4.7,4.77,11.05,95.76,56.02,60.01,108.47
Yes,Hot,4.45,4.28,5.1,84.19,12.79,16.83,102.55
Yes,Neutral,2.7,2.63,3.72,98.31,85.49,81.69,103.83
Yes,Neutral,5.69,5.78,24.62,87.02,11.84,8.1,113.57
Yes,Cold,3.62,3.65,15.91,98.88,35.51,36.67,111.39
Yes,Cold,5.65,5.78,1.96,81.09,23.32,25.17,113.63
Yes,Neutral,NA,7.4,2.1,92.62,23.97,27.55,119.79
No,Neutral,7.63,7.52,69.02,98.21,53.03,48.54,112.36
Yes,Cold,5.49,5.25,5,99.14,46.66,47.24,104.81
Yes,Cold,4.64,4.83,13.68,86.34,NA,68.38,114.94
Yes,Cold,6.23,6.42,20.22,92.42,45.53,41.86,116.39
Yes,Neutral,4.54,4.72,5.95,97.26,34.1,31.63,109
Yes,Neutral,10,9.52,11.85,71.22,80.24,82.66,117.68
Yes,Hot,4.34,4.2,8.72,NA,70.19,66.34,106.4
No,Neutral,3.74,3.89,1.7,89.58,48.41,49.72,106.84
No,Neutral,1.52,1.48,21.09,90.83,82.72,87.11,103.84
Yes,NA,7.27,7.45,4.92,83.39,69.91,67.76,106.09
Yes,Neutral,7.2,6.98,20.57,91.72,18.59,14.39,111.91
Yes,Cold,7.45,7.62,4.94,NA,14.49,16,116.14
No,Neutral,4.5,4.56,7.52,92.12,61.14,58.42,107.25
Yes,Neutral,7.39,7.41,6.28,NA,13.46,18.21,116.9
No,NA,4.21,4,12.57,94.25,38.69,41.57,105.26
Yes,Hot,7.5,7.74,6.24,66.51,NA,4.98,86.15
No,Hot,2.15,2.09,20.44,89.99,69.45,66.7,90.4
Yes,Neutral,3.41,3.26,12.53,86.41,18.35,20.9,113.03
Yes,Cold,4.01,4.07,7.79,NA,13.81,9.98,113.38
No,Neutral,1.55,1.53,17.63,97.9,98.27,100,106.02
No,Neutral,4.96,5.2,11.91,97.58,97.79,100,105.91
Yes,Hot,NA,8.53,27.31,81.77,80.96,83.05,104.19
Yes,Hot,3.16,3.11,3.86,94.34,46.85,49.08,93.71
NA,Neutral,4.81,4.71,21.76,98.83,34.87,35.97,113.48
Yes,Hot,8.51,8.8,4.86,91.16,78.44,80.02,100.03
Yes,Neutral,3.96,4.05,2.13,96.96,70.77,73.02,109.34
Yes,Neutral,2.7,2.77,12.51,98.13,11.01,10.7,107.88
Yes,Neutral,3.82,3.75,10.62,87.05,55.21,NA,105.02
Yes,Neutral,5.28,5.05,3.14,NA,12.55,8.47,110
No,Cold,6.95,7.03,2.02,99.59,25.38,22.4,104.52
Yes,Neutral,7.79,7.52,3.84,98.62,94.47,98.53,107.35
No,Cold,4.17,4,13.5,76.03,21.67,18.34,111.5
Yes,Neutral,6.83,6.74,6.28,87.65,21.52,20.32,114.78
Yes,Cold,4.57,NA,13.95,65.84,5.96,4.8,108.85
No,Cold,7.22,7.51,27.08,94.28,83.12,82.84,105.21
Yes,Cold,5.77,5.86,5.29,97.28,61.89,61.97,111.1
No,Neutral,4.82,4.69,5.74,99.25,8.08,12.46,100.3
Yes,Cold,1.47,1.45,NA,94.33,30.99,33.25,105.69
Yes,Neutral,5.83,5.61,18.61,93.72,NA,NA,113.02
Yes,Neutral,6.14,6.26,5.09,99.7,80.53,75.78,114.46
No,Hot,6.51,6.45,8.8,99.67,88.6,86.17,97.24
Yes,Cold,2.66,2.74,21.38,98.37,72.49,68.93,116.73
No,Neutral,NA,6.57,NA,82.14,19.17,16.3,113.3
Yes,Neutral,3.93,4.1,5.56,76.65,98.38,97.49,116.89
Yes,Neutral,4.58,4.72,13.29,90.98,76.44,78.2,110.11
Yes,Neutral,4.57,4.55,NA,98.15,24.21,27.02,126.68
No,Neutral,8.43,8.17,2.11,94.52,98.5,100,111.91
Yes,Hot,7.64,NA,9,93.22,89.46,88.69,101.38
Yes,Neutral,5.49,NA,4.48,98.24,97.63,99.17,106.73
Yes,Neutral,2.66,2.54,3.67,97.14,4.73,7.37,100.73
No,Neutral,6.29,6.6,10.56,82.73,11.22,11.53,106.02
Yes,Hot,2.03,1.97,2.81,94.97,32.93,34.05,97.98
No,Neutral,3.37,3.25,22.21,85.34,59.31,57.16,103.98
Yes,Neutral,6.43,6.26,2.56,74.17,55.05,54.49,104.51
No,Cold,3.94,3.95,12.11,55.35,42.3,39.44,97.32
No,Neutral,7.02,7.04,12.03,77.58,30.42,28.52,105.35
Yes,Neutral,6.94,NA,7.93,71.09,75.84,79.44,118.48
Yes,Neutral,1,1.02,5.57,NA,46.35,48.26,106.9
Yes,Neutral,3.89,4.08,7.75,90.99,NA,37.88,113.85
Yes,Cold,3.42,3.42,5.09,68.44,23.07,24.42,111.93
No,Neutral,2.25,2.29,NA,72.93,57.08,60.83,97.68
No,Neutral,8.5,8.31,1.65,NA,49.73,NA,110.78
No,Neutral,1.87,1.82,4.9,98.56,67.22,62.69,99.88
No,Neutral,3.7,3.86,6.18,76.2,74.76,77.68,105.55
Yes,Neutral,5.4,5.62,1.3,91.33,87.1,85.87,112.61
Yes,Cold,7.01,7.14,11.87,99.74,82.15,80.22,113.93
Yes,Neutral,1.48,1.48,7.77,81.05,14.32,9.59,103.94
No,Neutral,4.56,4.34,6.54,97.36,13.2,14.15,105.83
No,Cold,6.34,6.22,6.6,89.22,NA,94,106.86
No,Cold,3.25,3.23,1.64,99.53,70.76,67.51,110.27
Yes,Neutral,3.95,3.85,15.49,73.45,98.62,96.71,109.13
Yes,Hot,5.01,5.06,2.19,98.23,7.12,4.21,109.89
No,Neutral,4.95,5.1,27.67,91.11,94.28,90.34,106.83
NA,Hot,3.25,3.2,10.5,88.23,46.52,45.77,97.03
No,Neutral,NA,5.75,19.02,NA,53.58,53.92,107.19
No,Neutral,7.19,7.26,35.04,67.18,43.28,39.45,104.96
No,Hot,7.35,7.16,2.03,86.99,94.53,NA,102.11
No,Neutral,NA,3.52,1.83,85.89,29.54,25.47,101.87
No,Neutral,5.56,5.51,6.45,NA,43.96,46.29,107.23
No,Neutral,7.45,7.22,10.74,85.07,27.8,24.72,100.73
No,Neutral,9.84,9.78,48.79,88.15,10.7,8.4,106.7
No,Neutral,3.96,4.06,14.13,99.93,42.94,47.69,115.47
No,Neutral,1.56,1.51,5.08,97.39,40.82,40.96,100.98
No,Neutral,5.28,5.03,12.04,99.49,10.08,15.05,109.56
No,Neutral,5.8,5.69,30.38,78.07,52.4,56,103.61
Yes,Neutral,4.54,4.6,15.96,NA,17.1,18.51,109.19
No,Hot,2.36,2.45,12.13,96.36,13.67,11.78,95.5
No,Neutral,2.7,NA,7.44,95.47,NA,2.23,107.04
No,Hot,3.42,3.46,NA,51.49,54.42,53.15,93.51
No,Hot,3.24,NA,4.33,42.61,8.62,5.95,94.04
No,Neutral,3.92,3.73,8.35,96.52,65.77,68.76,94.35
No,Cold,6.15,5.93,5.64,94.48,36.97,33.46,110.98
No,Neutral,8.21,8.09,14.88,93.81,64.42,64.3,113.97
No,Neutral,3.33,3.25,NA,81.63,77.73,75.45,108.56
Yes,Neutral,7.79,7.88,NA,91.83,11.28,11.97,113.65
Yes,Cold,1.17,1.22,6.15,92.57,39.28,39.21,108.49
Yes,Hot,2.97,2.92,1.22,96.55,6.56,2.53,98.08
Yes,Neutral,4.09,4.03,46.38,93.47,18.28,16.72,110.39
No,NA,8.14,8.2,1.78,88.93,86.86,89.27,103.36
Yes,Hot,3.13,3.14,6.73,NA,36.52,38.15,96.51
No,Neutral,4.26,4.28,17.26,88.19,31.45,28.55,99.34
No,Neutral,3.78,3.93,10.95,95.72,46.2,44.7,106.34
Yes,Neutral,3.98,4.04,5.22,99.3,21.35,19.19,116.77
No,Neutral,6.22,6,2.2,NA,55.4,59.77,108.54
Yes,Hot,7.01,7.22,25.06,73.73,25.53,29.69,100.61
Yes,Cold,6.75,6.5,7.01,NA,10.64,12.16,119.83
Yes,Hot,7.3,7.24,16.99,92.35,77.12,75.27,103.13
Yes,Cold,7.91,7.72,25.3,94.05,15.42,19.33,114.14
No,Hot,1,NA,12.62,89.2,17.53,20.72,85.26
No,Neutral,8.98,9.22,31.69,98.74,25.04,24.71,110.1
No,Cold,6.17,6.38,10.51,89.18,81.93,84.18,104.13
Yes,Neutral,9.13,9.52,7.81,87.36,52.45,55.41,107.08
Yes,Hot,6.15,6.03,16.65,88.98,48.12,46,96.23
No,Cold,4.59,4.41,14.25,98.64,71.25,74.49,106.84
No,Neutral,6.9,7.21,NA,99.71,48.88,51,101.64
No,Neutral,8.25,8.19,1.26,95.63,59.8,62.39,113.68
No,Neutral,5.43,5.52,1.63,96.18,1.75,4.46,100.63
Yes,Neutral,7.16,7.44,2.05,89.47,53.89,NA,108.02
No,Hot,10,10.23,9.45,85.54,5.66,10.23,96.11
Yes,Neutral,4.38,4.34,25.6,99.07,91.49,95.08,118.46
Yes,Neutral,9.11,8.95,6.64,NA,56.87,54.09,109.08
No,Neutral,2.44,2.52,24.15,NA,34.67,35.45,105.52
Yes,Cold,6.28,6.25,29.96,NA,34.37,35.72,125.42
No,Cold,3.91,3.8,2.14,78.78,47.57,47.18,104.55
Yes,Cold,7.57,7.48,5.51,93.08,67.96,63.08,108.11
No,Neutral,6.76,7.08,13.42,84.99,66.78,NA,105.39
No,Neutral,4.65,4.55,10.45,90.49,76.66,79.49,109.1
Yes,Neutral,2.25,2.13,5.35,95.25,35.59,30.71,106.1
Yes,Neutral,5.09,4.99,42.49,92.64,50.81,54.02,106.32
No,Neutral,2,2.08,9.57,NA,5.44,1.78,101.57
Yes,Neutral,4.62,4.69,26.28,99.4,55.14,59.21,111.3
Yes,Neutral,6.74,7.05,17.01,97.05,80.53,83.3,115.49
Yes,Hot,NA,2.76,8.55,95.08,68.36,64.39,94.59
Yes,Neutral,5.73,5.95,5.14,96.22,60.2,63.83,125.22
No,NA,10,10.12,12.98,92.91,64.71,62.61,99.31
Yes,Neutral,6.08,6.22,6.91,92.8,68.81,72.96,115.18
No,Neutral,5.53,5.56,23.01,78.61,21.74,19.09,98.04
Yes,Cold,3.35,3.21,6.44,96.85,16.07,NA,109.6
No,NA,4.66,NA,13.62,85.54,35.32,31.38,105.39
Yes,Neutral,3.71,3.56,16.41,94.18,96.36,99.46,106.64
No,Cold,1.39,1.43,17.19,88.79,15.05,14.95,100.07
No,Cold,5.17,5.17,21.76,81.63,77.75,82.04,112.9
Yes,Neutral,4.16,4.01,19.8,79.04,41.93,46.52,116.21
Yes,Neutral,2.51,2.44,44.29,99.8,65.08,65.96,114.84
Yes,Neutral,1,1.05,14.73,97.05,71.13,71.27,104.96
Yes,Neutral,1.18,1.14,22.63,45.25,74.64,71.78,110.68
Yes,Neutral,6.75,6.43,5.79,90.3,52.59,56.76,114.28
No,Cold,6.79,6.48,NA,98.67,75.48,76.69,110.33
Yes,Neutral,NA,3.84,28.56,93.15,26.2,NA,114.04
No,Neutral,6.08,5.79,26.54,88.4,33.34,31.73,116.4
No,Neutral,3.81,3.94,11.45,97.61,88.05,86.92,102.86
NA,Hot,4.32,4.41,14.4,99.69,20.84,19.07,103.07
No,Neutral,6.03,6.16,4.8,67.04,63.9,59.97,103.23
Yes,Neutral,5.1,5.14,12.49,81.49,73.1,73.76,109.13
Yes,Neutral,4.56,4.65,20.94,91.83,71.17,68.15,112.97
No,Neutral,7.26,6.97,1.81,82.94,61.52,63.6,107.47
No,Neutral,1.81,1.89,9.78,93.3,64.28,63.3,101.57
Yes,Neutral,5.07,5.25,5.25,81.93,57.91,53.42,110.58
Yes,Neutral,6.06,6.06,16.38,NA,64.06,68.68,108.49
Yes,Neutral,6.65,6.63,5.59,96.33,53.04,56.32,112.01
Yes,Neutral,5.06,5.23,1.76,89.35,33.64,29,109.09
No,Hot,4.94,5.02,8.77,92.6,4.51,2.75,107.35
Yes,Hot,3.12,3.05,62.47,98.4,NA,57.34,103.15
Yes,Neutral,NA,4.64,2.53,89.17,73.76,69.2,105.39
NA,Cold,4.11,4.13,7.52,NA,69.32,66.92,113.19
No,Hot,3.1,3.23,22.76,91.56,57.75,54.32,98.23
Yes,Neutral,6.05,5.92,NA,94.97,60.51,58.68,117.72
No,Neutral,6.61,6.3,3.74,79.64,59.08,63,107.86
Yes,Cold,5.58,5.64,7.21,97.47,47.28,42.97,113.15
Yes,Cold,8.19,7.89,9.13,89.22,81.16,NA,116.92
Yes,Neutral,3.84,3.8,9.17,NA,40,NA,106.95
Yes,Cold,8.15,8.54,5.42,44.32,32.28,33.68,118.33
Yes,Neutral,3.78,3.95,20.65,85.71,61.36,64.76,108.11
NA,Neutral,4.31,4.12,1.28,NA,10.92,9.45,101.67
No,Neutral,3.98,3.9,7.41,89.53,96.81,97.45,116.74
No,Cold,4.4,4.19,14.23,99.93,55.98,60.97,103.95
No,Neutral,3.97,4.05,22.93,94.35,74.58,79.15,98.73
No,NA,5.93,6.01,40.6,81.15,77.58,81.1,105.21
Yes,Neutral,4.39,4.5,NA,84.99,35.13,31.72,107.57
NA,Cold,1.06,1.08,15.1,99.95,95.95,97.45,100.94
No,Hot,4.53,4.49,45.03,58.08,28.61,NA,91.51
No,Neutral,6.78,7.02,36.84,98.32,78.56,80.71,114.58
No,NA,1.94,2.02,11.08,76.19,74.2,70.07,102.59
Yes,Neutral,1.24,1.21,4.44,89.27,88.47,84.02,115.06
No,Neutral,2.89,2.89,5.6,97.95,61.46,60.76,94.66
No,Cold,1.3,1.29,33.32,97.07,88.06,85.67,104.96
No,Cold,1.44,1.46,9.84,94.88,15.98,13.27,104.04
NA,Neutral,NA,6.04,13.62,57.55,45.36,46.51,114.51
Yes,Neutral,4.14,4.25,1.74,69.63,NA,52.8,110.2
No,Neutral,2.33,2.36,13.45,87.5,54.41,NA,108.25
Yes,Neutral,3.13,3.07,5.79,81.4,76.25,73.51,114.42
Yes,Neutral,6.55,6.72,22.69,75.74,68.08,66.74,110.32
Yes,Neutral,5.75,5.87,7.45,84.31,85.53,85.31,118.21
Yes,Neutral,2.46,2.43,14.7,NA,87.41,NA,107.97
Yes,Neutral,2.86,2.88,NA,NA,79.93,76.23,111.28
Yes,Hot,4.96,5.04,6.84,97.13,62.4,57.63,98.5
Yes,Neutral,6.48,6.46,14.9,97.01,48.75,51.98,120.34
No,Hot,2.2,2.1,9.28,89.38,4.87,1.72,96.2
Yes,Neutral,7.01,7.34,20.2,85.35,89.36,84.65,125.64
No,Neutral,6.44,6.12,1.69,94.2,92.02,87.05,94.92
Yes,Neutral,4.6,4.41,20.65,99.55,90.69,86.76,105.24
No,Neutral,2.91,2.87,5.38,94.77,70.12,74.59,101.17
No,Hot,3.79,3.77,13.35,75.06,48.14,NA,95.13
Yes,Neutral,5.82,6.1,7.57,95.84,13.5,10.53,114
Yes,Neutral,4.22,NA,62.07,89.42,60.97,59.13,117.93
No,Neutral,3.78,NA,13.03,NA,85.11,89.93,115.6
No,Cold,5.86,5.74,11.41,92.46,27.05,30.87,109.65
NA,Neutral,4,4.12,1.76,92.9,59.52,59.02,100.34
Yes,Neutral,2.15,2.22,13.52,92.02,13.06,8.09,102.02
Yes,Hot,7.56,7.69,30.12,99.21,57.98,60.65,116.07
Yes,Hot,2.69,2.64,11.12,99.36,26.56,29.98,103.47
Yes,Neutral,9.02,9.26,3.5,86.83,76.14,75.78,119.73
No,Hot,7.06,7.1,3.89,87.76,40.99,41.13,97.64
Yes,Cold,4.36,4.4,6.92,90.24,87.59,NA,119.49
Yes,Hot,2.61,2.72,7.01,99.24,69.93,74.79,93.97
No,Hot,4.99,5.14,1.72,95.76,47.15,44.47,101.28
No,Cold,4.37,4.36,2.06,97.96,17.42,16.72,104.8
No,Neutral,3.54,3.61,5.24,82.56,90.38,91.83,93.36
Yes,Cold,1.16,1.16,2.66,79.64,32.18,32.91,99.44
Yes,Cold,4.44,4.63,14.57,99.02,50.62,46.56,112.56
No,Neutral,6.46,6.69,22.76,69.8,37.51,36.08,105.33
Yes,Hot,1,1.01,28.48,91.58,38.29,39.43,88.94
Yes,Cold,4.18,3.98,5.54,79.47,20.34,16.35,109.41
Yes,Hot,3.36,3.28,9.05,95.04,12.56,16.22,100.01
No,Cold,4.52,4.4,4.83,98.51,65.37,63.43,101.26
Yes,Hot,4.48,4.28,6.19,80.96,39.34,NA,106.47
Yes,Hot,NA,7.01,10.68,96.71,19.23,19.95,103.53
No,Neutral,1.49,1.44,9.81,94.71,36.57,36.79,104.39
Yes,Neutral,7.17,7.44,10.42,98.09,94.28,98.82,116.51
No,Neutral,4.95,4.94,52.08,76.89,9.27,9.57,99.81
Yes,Neutral,4.11,4.02,2.97,95.5,3.85,7.48,108.4
Yes,Hot,4.74,4.82,9.86,90.47,14.9,12.26,106.77
No,Neutral,5.55,5.76,7.93,94.69,23.45,28.38,104
Yes,Hot,3.78,3.88,4.03,94.86,55.82,60.53,94.27
Yes,Neutral,8.82,9.19,2.25,92.98,31.45,35.79,114.34
No,Neutral,3.95,3.93,2.73,69.66,44.61,43.58,103.78
Yes,Hot,5.75,5.83,1.55,99.92,82.97,86.36,92.71
NA,Neutral,6.66,6.64,14.67,94.72,11.76,7.25,105.21
No,Neutral,NA,3.54,2.29,86.45,12.4,14.77,110.8
No,Neutral,6.71,6.62,4.33,91.14,2.31,7.05,101.1
Yes,NA,3.3,3.15,16.17,96.39,6.07,9.91,110.53
No,Cold,7.4,7.13,3.85,95.43,92.36,88.3,100.45
No,Hot,5.5,5.68,10.02,95.75,77.15,79.49,96.02
Yes,Neutral,6.1,5.89,3.93,96.46,62.37,58.21,111.47
No,Neutral,4.48,4.37,18.94,95.79,6.39,6.19,114.95
Yes,Cold,5.14,5.22,1.5,97.13,6.27,2.51,109.8
Yes,Neutral,2.52,2.47,11.37,93.53,27,23.47,109.02
No,Neutral,9.53,9.38,10.45,98.72,29.64,32.39,112.25
Yes,NA,2.5,2.5,4.31,98.1,66.59,69.66,109.21
Yes,Cold,4.19,4.04,6.48,93.32,79.89,77.74,116.45
No,Neutral,2.95,NA,5.97,98.01,13.48,17.24,98.52
No,Neutral,5.72,5.93,1.21,97.6,62.1,66.1,107.82
Yes,Neutral,2.48,2.47,3.57,65.65,41.01,44.23,101.38
Yes,Cold,5.83,5.9,10.62,88,63.45,63.54,107.62
No,Neutral,6.51,6.36,12.79,99.34,73.88,75.36,108.01
NA,Neutral,3.32,3.24,6.8,95.46,95.57,98.61,101.7
Yes,Hot,3.26,3.3,27.69,82.87,68.58,70.76,103.86
No,Neutral,3.6,3.7,5.36,75.87,61.23,64.17,113.32
Yes,Neutral,5.72,5.88,8.45,NA,4.44,4.32,113.06
Yes,Neutral,5.34,5.41,27.95,90.25,24.47,26.4,106.24
Yes,Cold,5.88,6.04,5.03,97.98,99.32,100,122.83
Yes,NA,5.66,5.86,5.89,93.25,93.58,NA,116.99
Yes,Neutral,7.93,8.27,5.45,62.38,97.86,93.84,118.75
Yes,NA,4.12,4.28,31,92.16,26.01,30.96,109.73
Yes,Neutral,4.69,4.9,6.68,73.99,15.53,16.54,109.97
No,Neutral,NA,3.8,3.62,97.63,NA,39.08,111.58
No,Neutral,5.25,NA,3.97,67.3,24.37,22.71,100.37
No,Hot,5.73,5.61,26.75,96.52,24.33,24.02,101.25
Yes,Neutral,4.58,4.65,27.9,86.71,54.09,NA,113.52
Yes,Neutral,5.17,5.05,17.85,92.29,68.75,67.4,114.85
No,Hot,7.96,8.22,12.07,99.6,19.19,19.7,104.88
No,Cold,5.81,5.92,7.65,96.37,31.26,NA,112.99
No,Cold,4.38,4.24,NA,70.32,34.2,34.48,109.49
No,Neutral,5.82,6.07,14.52,83.25,56.24,53.79,106.12
NA,Cold,6.58,6.33,8.18,75.93,93.22,89.76,105.13
